,from,to,distance_m,distance_km,duree_pied_min,duree_velo_min,duree_voiture_min
4052,Musee Paleochretien Basilique de Cartagena,Monastere de Bigua (maison de Tellus),1108,1.11,13.3,5.1,2.2
4053,Musee Paleochretien Basilique de Cartagena,Maison du Cryptoportique,1148,1.15,13.8,5.3,2.3
4054,Musee Paleochretien Basilique de Cartagena,Maison de la Basilique,1207,1.21,14.5,5.6,2.4
4055,Musee Paleochretien Basilique de Cartagena,Maison de la Volière,1209,1.21,14.5,5.6,2.4
4056,Musee Paleochretien Basilique de Cartagena,Maison de la Rotonde,1211,1.21,14.5,5.6,2.4
4057,Musee Paleochretien Basilique de Cartagena,Maison des Lions,1297,1.3,15.6,6.0,2.6
4058,Musee Paleochretien Basilique de Cartagena,Nécropole punique (Parc des villas romaines),1114,1.11,13.4,5.1,2.2
4059,Musee Paleochretien Basilique de Cartagena,Nymphée,1082,1.08,13.0,5.0,2.2
4060,Musee Paleochretien Basilique de Cartagena,Muraille de Thedose,1370,1.37,16.4,6.3,2.7
4061,Musee Paleochretien Basilique de Cartagena,Parc des thermes d'Antonin,934,0.93,11.2,4.3,1.9
4062,Musee Paleochretien Basilique de Cartagena,Chapelle d’Asterius,959,0.96,11.5,4.4,1.9
4063,Musee Paleochretien Basilique de Cartagena,Four punique,945,0.95,11.3,4.4,1.9
4064,Musee Paleochretien Basilique de Cartagena,Maison de la cachette,948,0.95,11.4,4.4,1.9
4065,Musee Paleochretien Basilique de Cartagena,Tombe de la Nécropole punique,1065,1.06,12.8,4.9,2.1
4066,Musee Paleochretien Basilique de Cartagena,Basiliques byzantines,971,0.97,11.7,4.5,1.9
4067,Musee Paleochretien Basilique de Cartagena,Scholla,968,0.97,11.6,4.5,1.9
4068,Musee Paleochretien Basilique de Cartagena,Maison de Dionysos,1039,1.04,12.5,4.8,2.1
4069,Musee Paleochretien Basilique de Cartagena,Nécropole punique (Parc des thermes d'antonin),1057,1.06,12.7,4.9,2.1
4070,Musee Paleochretien Basilique de Cartagena,Thermes d'Antonin,1091,1.09,13.1,5.0,2.2
4071,Musee Paleochretien Basilique de Cartagena,Latrines publiques,987,0.99,11.8,4.6,2.0
4072,Musee Paleochretien Basilique de Cartagena,Quartier Magon,697,0.7,8.4,3.2,1.4
4073,Musee Paleochretien Basilique de Cartagena,Tophet,788,0.79,9.5,3.6,1.6
4074,Musee Paleochretien Basilique de Cartagena,Ports puniques,518,0.52,6.2,2.4,1.0
4075,Musee Paleochretien Basilique de Cartagena,Port militaire,409,0.41,4.9,1.9,0.8
4076,Musee Paleochretien Basilique de Cartagena,Port marchand,580,0.58,7.0,2.7,1.2
4077,Musee Paleochretien Basilique de Cartagena,Ilot de l’Amirauté,367,0.37,4.4,1.7,0.7
4078,Musee Paleochretien Basilique de Cartagena,Temple,377,0.38,4.5,1.7,0.8
4079,Musee Paleochretien Basilique de Cartagena,Hangar,368,0.37,4.4,1.7,0.7
4080,Musee Paleochretien Basilique de Cartagena,Colline de Byrsa,602,0.6,7.2,2.8,1.2
4081,Musee Paleochretien Basilique de Cartagena,Bibliotheque Tabularium,541,0.54,6.5,2.5,1.1
4082,Musee Paleochretien Basilique de Cartagena,Temple prostyle,519,0.52,6.2,2.4,1.0
4083,Musee Paleochretien Basilique de Cartagena,Grand Temple d'Esculape (d'Eshmoun),511,0.51,6.1,2.4,1.0
4084,Musee Paleochretien Basilique de Cartagena,Emplacement probable de la Basilique judiciaire,518,0.52,6.2,2.4,1.0
4085,Musee Paleochretien Basilique de Cartagena,"Absides ""Beule"" en contrebas",515,0.52,6.2,2.4,1.0
4086,Musee Paleochretien Basilique de Cartagena,Tombeaux puniques,500,0.5,6.0,2.3,1.0
4087,Musee Paleochretien Basilique de Cartagena,Musee national,574,0.57,6.9,2.7,1.1
4088,Musee Paleochretien Basilique de Cartagena,Tombeau punique (Ariche),573,0.57,6.9,2.6,1.1
4089,Musee Paleochretien Basilique de Cartagena,Emplacement de la Chapelle Saint Louis,530,0.53,6.4,2.4,1.1
4090,Musee Paleochretien Basilique de Cartagena,Emplacement probable de la curie,594,0.59,7.1,2.7,1.2
4091,Musee Paleochretien Basilique de Cartagena,Quartier Punique (Quartier Hannibal),483,0.48,5.8,2.2,1.0
4092,Musee Paleochretien Basilique de Cartagena,Cathedrale Saint Louis,646,0.65,7.8,3.0,1.3
4093,Musee Paleochretien Basilique de Cartagena,Beit El Hikma,722,0.72,8.7,3.3,1.4
4094,Musee Paleochretien Basilique de Cartagena,Musee Oceanographique (Dar El Hout),554,0.55,6.7,2.6,1.1
4095,Musee Paleochretien Basilique de Cartagena,Amphitheatre De  Carthage,1258,1.26,15.1,5.8,2.5
4096,Musee Paleochretien Basilique de Cartagena,Basilique Damous Karita,1573,1.57,18.9,7.3,3.1
4097,Musee Paleochretien Basilique de Cartagena,Rotonde ( Rotonde de Damous El Karita),1466,1.47,17.6,6.8,2.9
4098,Musee Paleochretien Basilique de Cartagena,Basilique Maiorum,2269,2.27,27.2,10.5,4.5
4099,Musee Paleochretien Basilique de Cartagena,Basilique Saint Cyprien,2053,2.05,24.6,9.5,4.1
4100,Musee Paleochretien Basilique de Cartagena,Citernes de la Malaga,1339,1.34,16.1,6.2,2.7
4101,Musee Paleochretien Basilique de Cartagena,Cirque,957,0.96,11.5,4.4,1.9
4102,Musee Paleochretien Basilique de Cartagena,Edifice à colonnes (Jockey club de Carthage),926,0.93,11.1,4.3,1.9
4103,Musee Paleochretien Basilique de Cartagena,Maison de la chasse aux sangliers,903,0.9,10.8,4.2,1.8
4104,Musee Paleochretien Basilique de Cartagena,Odeon,1253,1.25,15.0,5.8,2.5
4105,Musee Paleochretien Basilique de Cartagena,Mosquée Imam Malek Ibn Anas,1205,1.2,14.5,5.6,2.4
4106,Musee Paleochretien Basilique de Cartagena,Monument circulaire,1056,1.06,12.7,4.9,2.1
4107,Musee Paleochretien Basilique de Cartagena,Monument circulaire(Martyrium),1067,1.07,12.8,4.9,2.1
4108,Musee Paleochretien Basilique de Cartagena,Basilique chretienne,1093,1.09,13.1,5.0,2.2
4109,Musee Paleochretien Basilique de Cartagena,Triconque,1077,1.08,12.9,5.0,2.2
4110,Musee Paleochretien Basilique de Cartagena,Basilique Bir Ftouha,2222,2.22,26.7,10.3,4.4
4111,Musee Paleochretien Basilique de Cartagena,Maison de la course de chars,669,0.67,8.0,3.1,1.3
4112,Musee Paleochretien Basilique de Cartagena,Monument a absides,678,0.68,8.1,3.1,1.4
4113,Musee Paleochretien Basilique de Cartagena,Basilique Bir Messaouda,322,0.32,3.9,1.5,0.6
4114,Musee Paleochretien Basilique de Cartagena,Quartier Didon,421,0.42,5.0,1.9,0.8
4115,Musee Paleochretien Basilique de Cartagena,Temple d'Apollon,398,0.4,4.8,1.8,0.8
4116,Musee Paleochretien Basilique de Cartagena,Citernes Dar Saniet,2343,2.34,28.1,10.8,4.7
4117,Musee Paleochretien Basilique de Cartagena,Crypte archeologique,704,0.7,8.5,3.3,1.4
4118,Musee Paleochretien Basilique de Cartagena,Chapelle sainte monique,1931,1.93,23.2,8.9,3.9
4119,Musee Paleochretien Basilique de Cartagena,Palais Essaada,3593,3.59,43.1,16.6,7.2
4120,Musee Paleochretien Basilique de Cartagena,Palais Abdellia,3565,3.57,42.8,16.5,7.1
4121,Musee Paleochretien Basilique de Cartagena,Arrondissement de la Marsa Medina,4032,4.03,48.4,18.6,8.1
4122,Musee Paleochretien Basilique de Cartagena,Palais Ahmed Bey,3938,3.94,47.3,18.2,7.9
4123,Musee Paleochretien Basilique de Cartagena,Cafe Houas,3914,3.91,47.0,18.1,7.8
4124,Musee Paleochretien Basilique de Cartagena,Cafe Safsaf,3937,3.94,47.2,18.2,7.9
4125,Musee Paleochretien Basilique de Cartagena,Kobbet el Houwa,4268,4.27,51.2,19.7,8.5
4126,Musee Paleochretien Basilique de Cartagena,Cafe El Hafsi,3983,3.98,47.8,18.4,8.0
4127,Musee Paleochretien Basilique de Cartagena,Palais Ksar Ettej,3764,3.76,45.2,17.4,7.5
4128,Musee Paleochretien Basilique de Cartagena,Le Vieux Souk,3880,3.88,46.6,17.9,7.8
4129,Musee Paleochretien Basilique de Cartagena,Les vistiges de plage d'amilcar (carthage),2543,2.54,30.5,11.7,5.1
4130,Musee Paleochretien Basilique de Cartagena,Acropolium de Carthage,656,0.66,7.9,3.0,1.3
4131,Citernes de la Malaga,Theatre,902,0.9,10.8,4.2,1.8
4132,Citernes de la Malaga,Parc des villas romaines,1128,1.13,13.5,5.2,2.3
4133,Citernes de la Malaga,Monastere de Bigua (maison de Tellus),1175,1.18,14.1,5.4,2.4
4134,Citernes de la Malaga,Maison du Cryptoportique,1137,1.14,13.6,5.2,2.3
4135,Citernes de la Malaga,Maison de la Basilique,1094,1.09,13.1,5.0,2.2
4136,Citernes de la Malaga,Maison de la Volière,1136,1.14,13.6,5.2,2.3
4137,Citernes de la Malaga,Maison de la Rotonde,1171,1.17,14.0,5.4,2.3
4138,Citernes de la Malaga,Maison des Lions,1245,1.24,14.9,5.7,2.5
4139,Citernes de la Malaga,Nécropole punique (Parc des villas romaines),1052,1.05,12.6,4.9,2.1
4140,Citernes de la Malaga,Nymphée,1130,1.13,13.6,5.2,2.3
4141,Citernes de la Malaga,Muraille de Thedose,981,0.98,11.8,4.5,2.0
4142,Citernes de la Malaga,Parc des thermes d'Antonin,1362,1.36,16.3,6.3,2.7
4143,Citernes de la Malaga,Chapelle d’Asterius,1331,1.33,16.0,6.1,2.7
4144,Citernes de la Malaga,Four punique,1263,1.26,15.2,5.8,2.5
4145,Citernes de la Malaga,Maison de la cachette,1213,1.21,14.6,5.6,2.4
4146,Citernes de la Malaga,Tombe de la Nécropole punique,1399,1.4,16.8,6.5,2.8
4147,Citernes de la Malaga,Basiliques byzantines,1277,1.28,15.3,5.9,2.6
4148,Citernes de la Malaga,Scholla,1316,1.32,15.8,6.1,2.6
4149,Citernes de la Malaga,Maison de Dionysos,1346,1.35,16.2,6.2,2.7
4150,Citernes de la Malaga,Nécropole punique (Parc des thermes d'antonin),1397,1.4,16.8,6.4,2.8
4151,Citernes de la Malaga,Thermes d'Antonin,1483,1.48,17.8,6.8,3.0
4152,Citernes de la Malaga,Latrines publiques,1444,1.44,17.3,6.7,2.9
4153,Citernes de la Malaga,Quartier Magon,1448,1.45,17.4,6.7,2.9
4154,Citernes de la Malaga,Tophet,2003,2.0,24.0,9.2,4.0
4155,Citernes de la Malaga,Ports puniques,1833,1.83,22.0,8.5,3.7
4156,Citernes de la Malaga,Port militaire,1732,1.73,20.8,8.0,3.5
4157,Citernes de la Malaga,Port marchand,1887,1.89,22.6,8.7,3.8
4158,Citernes de la Malaga,Ilot de l’Amirauté,1690,1.69,20.3,7.8,3.4
4159,Citernes de la Malaga,Temple,1696,1.7,20.3,7.8,3.4
4160,Citernes de la Malaga,Hangar,1675,1.67,20.1,7.7,3.3
4161,Citernes de la Malaga,Colline de Byrsa,739,0.74,8.9,3.4,1.5
4162,Citernes de la Malaga,Bibliotheque Tabularium,804,0.8,9.6,3.7,1.6
4163,Citernes de la Malaga,Temple prostyle,821,0.82,9.9,3.8,1.6
4164,Citernes de la Malaga,Grand Temple d'Esculape (d'Eshmoun),844,0.84,10.1,3.9,1.7
4165,Citernes de la Malaga,Emplacement probable de la Basilique judiciaire,883,0.88,10.6,4.1,1.8
4166,Citernes de la Malaga,"Absides ""Beule"" en contrebas",897,0.9,10.8,4.1,1.8
4167,Citernes de la Malaga,Tombeaux puniques,840,0.84,10.1,3.9,1.7
4168,Citernes de la Malaga,Musee national,797,0.8,9.6,3.7,1.6
4169,Citernes de la Malaga,Tombeau punique (Ariche),771,0.77,9.3,3.6,1.5
4170,Citernes de la Malaga,Emplacement de la Chapelle Saint Louis,869,0.87,10.4,4.0,1.7
4171,Citernes de la Malaga,Emplacement probable de la curie,751,0.75,9.0,3.5,1.5
4172,Citernes de la Malaga,Quartier Punique (Quartier Hannibal),871,0.87,10.5,4.0,1.7
4173,Citernes de la Malaga,Cathedrale Saint Louis,703,0.7,8.4,3.2,1.4
4174,Citernes de la Malaga,Beit El Hikma,1449,1.45,17.4,6.7,2.9
4175,Citernes de la Malaga,Musee Oceanographique (Dar El Hout),1866,1.87,22.4,8.6,3.7
4176,Citernes de la Malaga,Amphitheatre De  Carthage,490,0.49,5.9,2.3,1.0
4177,Citernes de la Malaga,Basilique Damous Karita,1121,1.12,13.5,5.2,2.2
4178,Citernes de la Malaga,Rotonde ( Rotonde de Damous El Karita),1009,1.01,12.1,4.7,2.0
4179,Citernes de la Malaga,Basilique Maiorum,1615,1.62,19.4,7.5,3.2
4180,Citernes de la Malaga,Basilique Saint Cyprien,1713,1.71,20.6,7.9,3.4
4181,Citernes de la Malaga,Musee Paleochretien Basilique de Cartagena,1339,1.34,16.1,6.2,2.7
4182,Citernes de la Malaga,Cirque,984,0.98,11.8,4.5,2.0
4183,Citernes de la Malaga,Edifice à colonnes (Jockey club de Carthage),651,0.65,7.8,3.0,1.3
4184,Citernes de la Malaga,Maison de la chasse aux sangliers,874,0.87,10.5,4.0,1.7
4185,Citernes de la Malaga,Odeon,1030,1.03,12.4,4.8,2.1
4186,Citernes de la Malaga,Mosquée Imam Malek Ibn Anas,879,0.88,10.5,4.1,1.8
4187,Citernes de la Malaga,Monument circulaire,737,0.74,8.8,3.4,1.5
4188,Citernes de la Malaga,Monument circulaire(Martyrium),823,0.82,9.9,3.8,1.6
4189,Citernes de la Malaga,Basilique chretienne,752,0.75,9.0,3.5,1.5
4190,Citernes de la Malaga,Triconque,795,0.8,9.5,3.7,1.6
4191,Citernes de la Malaga,Basilique Bir Ftouha,1163,1.16,14.0,5.4,2.3
4192,Citernes de la Malaga,Maison de la course de chars,922,0.92,11.1,4.3,1.8
4193,Citernes de la Malaga,Monument a absides,892,0.89,10.7,4.1,1.8
4194,Citernes de la Malaga,Basilique Bir Messaouda,1238,1.24,14.9,5.7,2.5
4195,Citernes de la Malaga,Quartier Didon,1269,1.27,15.2,5.9,2.5
4196,Citernes de la Malaga,Temple d'Apollon,1277,1.28,15.3,5.9,2.6
4197,Citernes de la Malaga,Citernes Dar Saniet,2003,2.0,24.0,9.2,4.0
4198,Citernes de la Malaga,Crypte archeologique,747,0.75,9.0,3.4,1.5
4199,Citernes de la Malaga,Chapelle sainte monique,1789,1.79,21.5,8.3,3.6
4200,Citernes de la Malaga,Palais Essaada,2545,2.54,30.5,11.7,5.1
4201,Citernes de la Malaga,Palais Abdellia,2417,2.42,29.0,11.2,4.8
4202,Citernes de la Malaga,Arrondissement de la Marsa Medina,2933,2.93,35.2,13.5,5.9
4203,Citernes de la Malaga,Palais Ahmed Bey,2895,2.89,34.7,13.4,5.8
4204,Citernes de la Malaga,Cafe Houas,2878,2.88,34.5,13.3,5.8
4205,Citernes de la Malaga,Cafe Safsaf,2905,2.9,34.9,13.4,5.8
4206,Citernes de la Malaga,Kobbet el Houwa,3268,3.27,39.2,15.1,6.5
4207,Citernes de la Malaga,Cafe El Hafsi,2990,2.99,35.9,13.8,6.0
4208,Citernes de la Malaga,Palais Ksar Ettej,2735,2.73,32.8,12.6,5.5
4209,Citernes de la Malaga,Le Vieux Souk,2853,2.85,34.2,13.2,5.7
4210,Citernes de la Malaga,Les vistiges de plage d'amilcar (carthage),2178,2.18,26.1,10.1,4.4
4211,Citernes de la Malaga,Acropolium de Carthage,695,0.69,8.3,3.2,1.4
4212,Cirque,Theatre,1335,1.33,16.0,6.2,2.7
4213,Cirque,Parc des villas romaines,1571,1.57,18.9,7.3,3.1
4214,Cirque,Monastere de Bigua (maison de Tellus),1626,1.63,19.5,7.5,3.3
4215,Cirque,Maison du Cryptoportique,1628,1.63,19.5,7.5,3.3
4216,Cirque,Maison de la Basilique,1638,1.64,19.7,7.6,3.3
4217,Cirque,Maison de la Volière,1665,1.67,20.0,7.7,3.3
4218,Cirque,Maison de la Rotonde,1687,1.69,20.2,7.8,3.4
4219,Cirque,Maison des Lions,1783,1.78,21.4,8.2,3.6
4220,Cirque,Nécropole punique (Parc des villas romaines),1553,1.55,18.6,7.2,3.1
4221,Cirque,Nymphée,1582,1.58,19.0,7.3,3.2
4222,Cirque,Muraille de Thedose,1666,1.67,20.0,7.7,3.3
4223,Cirque,Parc des thermes d'Antonin,1624,1.62,19.5,7.5,3.2
4224,Cirque,Chapelle d’Asterius,1622,1.62,19.5,7.5,3.2
4225,Cirque,Four punique,1574,1.57,18.9,7.3,3.1
4226,Cirque,Maison de la cachette,1546,1.55,18.6,7.1,3.1
4227,Cirque,Tombe de la Nécropole punique,1728,1.73,20.7,8.0,3.5
4228,Cirque,Basiliques byzantines,1599,1.6,19.2,7.4,3.2
4229,Cirque,Scholla,1619,1.62,19.4,7.5,3.2
4230,Cirque,Maison de Dionysos,1682,1.68,20.2,7.8,3.4
4231,Cirque,Nécropole punique (Parc des thermes d'antonin),1722,1.72,20.7,7.9,3.4
4232,Cirque,Thermes d'Antonin,1789,1.79,21.5,8.3,3.6
4233,Cirque,Latrines publiques,1702,1.7,20.4,7.9,3.4
4234,Cirque,Quartier Magon,1512,1.51,18.1,7.0,3.0
4235,Cirque,Tophet,1262,1.26,15.1,5.8,2.5
4236,Cirque,Ports puniques,1247,1.25,15.0,5.8,2.5
4237,Cirque,Port militaire,1187,1.19,14.2,5.5,2.4
4238,Cirque,Port marchand,1277,1.28,15.3,5.9,2.6
4239,Cirque,Ilot de l’Amirauté,1154,1.15,13.9,5.3,2.3
4240,Cirque,Temple,1150,1.15,13.8,5.3,2.3
4241,Cirque,Hangar,1113,1.11,13.4,5.1,2.2
4242,Cirque,Colline de Byrsa,738,0.74,8.9,3.4,1.5
4243,Cirque,Bibliotheque Tabularium,767,0.77,9.2,3.5,1.5
4244,Cirque,Temple prostyle,733,0.73,8.8,3.4,1.5
4245,Cirque,Grand Temple d'Esculape (d'Eshmoun),817,0.82,9.8,3.8,1.6
4246,Cirque,Emplacement probable de la Basilique judiciaire,916,0.92,11.0,4.2,1.8
4247,Cirque,"Absides ""Beule"" en contrebas",934,0.93,11.2,4.3,1.9
4248,Cirque,Tombeaux puniques,745,0.74,8.9,3.4,1.5
4249,Cirque,Musee national,854,0.85,10.2,3.9,1.7
4250,Cirque,Tombeau punique (Ariche),764,0.76,9.2,3.5,1.5
4251,Cirque,Emplacement de la Chapelle Saint Louis,910,0.91,10.9,4.2,1.8
4252,Cirque,Emplacement probable de la curie,766,0.77,9.2,3.5,1.5
4253,Cirque,Quartier Punique (Quartier Hannibal),817,0.82,9.8,3.8,1.6
4254,Cirque,Cathedrale Saint Louis,784,0.78,9.4,3.6,1.6
4255,Cirque,Beit El Hikma,1530,1.53,18.4,7.1,3.1
4256,Cirque,Musee Oceanographique (Dar El Hout),1268,1.27,15.2,5.9,2.5
4257,Cirque,Amphitheatre De  Carthage,574,0.57,6.9,2.6,1.1
4258,Cirque,Basilique Damous Karita,1863,1.86,22.4,8.6,3.7
4259,Cirque,Rotonde ( Rotonde de Damous El Karita),1738,1.74,20.9,8.0,3.5
4260,Cirque,Basilique Maiorum,2489,2.49,29.9,11.5,5.0
4261,Cirque,Basilique Saint Cyprien,2455,2.46,29.5,11.3,4.9
4262,Cirque,Musee Paleochretien Basilique de Cartagena,957,0.96,11.5,4.4,1.9
4263,Cirque,Citernes de la Malaga,984,0.98,11.8,4.5,2.0
4264,Cirque,Edifice à colonnes (Jockey club de Carthage),1124,1.12,13.5,5.2,2.2
4265,Cirque,Maison de la chasse aux sangliers,1286,1.29,15.4,5.9,2.6
4266,Cirque,Odeon,1627,1.63,19.5,7.5,3.3
4267,Cirque,Mosquée Imam Malek Ibn Anas,1501,1.5,18.0,6.9,3.0
4268,Cirque,Monument circulaire,1302,1.3,15.6,6.0,2.6
4269,Cirque,Monument circulaire(Martyrium),1371,1.37,16.5,6.3,2.7
4270,Cirque,Basilique chretienne,1340,1.34,16.1,6.2,2.7
4271,Cirque,Triconque,1359,1.36,16.3,6.3,2.7
4272,Cirque,Basilique Bir Ftouha,2140,2.14,25.7,9.9,4.3
4273,Cirque,Maison de la course de chars,1132,1.13,13.6,5.2,2.3
4274,Cirque,Monument a absides,1111,1.11,13.3,5.1,2.2
4275,Cirque,Basilique Bir Messaouda,1119,1.12,13.4,5.2,2.2
4276,Cirque,Quartier Didon,1215,1.22,14.6,5.6,2.4
4277,Cirque,Temple d'Apollon,1205,1.2,14.5,5.6,2.4
4278,Cirque,Citernes Dar Saniet,2761,2.76,33.1,12.7,5.5
4279,Cirque,Crypte archeologique,981,0.98,11.8,4.5,2.0
4280,Cirque,Chapelle sainte monique,2438,2.44,29.3,11.3,4.9
4281,Cirque,Palais Essaada,3528,3.53,42.3,16.3,7.1
4282,Cirque,Palais Abdellia,3395,3.4,40.7,15.7,6.8
4283,Cirque,Arrondissement de la Marsa Medina,3915,3.91,47.0,18.1,7.8
4284,Cirque,Palais Ahmed Bey,3878,3.88,46.5,17.9,7.8
4285,Cirque,Cafe Houas,3861,3.86,46.3,17.8,7.7
4286,Cirque,Cafe Safsaf,3888,3.89,46.7,17.9,7.8
4287,Cirque,Kobbet el Houwa,4250,4.25,51.0,19.6,8.5
4288,Cirque,Cafe El Hafsi,3971,3.97,47.7,18.3,7.9
4289,Cirque,Palais Ksar Ettej,3717,3.72,44.6,17.2,7.4
4290,Cirque,Le Vieux Souk,3836,3.84,46.0,17.7,7.7
4291,Cirque,Les vistiges de plage d'amilcar (carthage),2955,2.96,35.5,13.6,5.9
4292,Cirque,Acropolium de Carthage,792,0.79,9.5,3.7,1.6
4293,Edifice à colonnes (Jockey club de Carthage),Theatre,262,0.26,3.1,1.2,0.5
4294,Edifice à colonnes (Jockey club de Carthage),Parc des villas romaines,508,0.51,6.1,2.3,1.0
4295,Edifice à colonnes (Jockey club de Carthage),Monastere de Bigua (maison de Tellus),561,0.56,6.7,2.6,1.1
4296,Edifice à colonnes (Jockey club de Carthage),Maison du Cryptoportique,540,0.54,6.5,2.5,1.1
4297,Edifice à colonnes (Jockey club de Carthage),Maison de la Basilique,529,0.53,6.3,2.4,1.1
4298,Edifice à colonnes (Jockey club de Carthage),Maison de la Volière,562,0.56,6.7,2.6,1.1
4299,Edifice à colonnes (Jockey club de Carthage),Maison de la Rotonde,591,0.59,7.1,2.7,1.2
4300,Edifice à colonnes (Jockey club de Carthage),Maison des Lions,682,0.68,8.2,3.1,1.4
4301,Edifice à colonnes (Jockey club de Carthage),Nécropole punique (Parc des villas romaines),457,0.46,5.5,2.1,0.9
4302,Edifice à colonnes (Jockey club de Carthage),Nymphée,513,0.51,6.2,2.4,1.0
4303,Edifice à colonnes (Jockey club de Carthage),Muraille de Thedose,547,0.55,6.6,2.5,1.1
4304,Edifice à colonnes (Jockey club de Carthage),Parc des thermes d'Antonin,712,0.71,8.5,3.3,1.4
4305,Edifice à colonnes (Jockey club de Carthage),Chapelle d’Asterius,682,0.68,8.2,3.1,1.4
4306,Edifice à colonnes (Jockey club de Carthage),Four punique,615,0.61,7.4,2.8,1.2
4307,Edifice à colonnes (Jockey club de Carthage),Maison de la cachette,567,0.57,6.8,2.6,1.1
4308,Edifice à colonnes (Jockey club de Carthage),Tombe de la Nécropole punique,757,0.76,9.1,3.5,1.5
4309,Edifice à colonnes (Jockey club de Carthage),Basiliques byzantines,631,0.63,7.6,2.9,1.3
4310,Edifice à colonnes (Jockey club de Carthage),Scholla,668,0.67,8.0,3.1,1.3
4311,Edifice à colonnes (Jockey club de Carthage),Maison de Dionysos,704,0.7,8.5,3.3,1.4
4312,Edifice à colonnes (Jockey club de Carthage),Nécropole punique (Parc des thermes d'antonin),755,0.75,9.1,3.5,1.5
4313,Edifice à colonnes (Jockey club de Carthage),Thermes d'Antonin,839,0.84,10.1,3.9,1.7
4314,Edifice à colonnes (Jockey club de Carthage),Latrines publiques,794,0.79,9.5,3.7,1.6
4315,Edifice à colonnes (Jockey club de Carthage),Quartier Magon,816,0.82,9.8,3.8,1.6
4316,Edifice à colonnes (Jockey club de Carthage),Tophet,1699,1.7,20.4,7.8,3.4
4317,Edifice à colonnes (Jockey club de Carthage),Ports puniques,1443,1.44,17.3,6.7,2.9
4318,Edifice à colonnes (Jockey club de Carthage),Port militaire,1332,1.33,16.0,6.1,2.7
4319,Edifice à colonnes (Jockey club de Carthage),Port marchand,1505,1.51,18.1,6.9,3.0
4320,Edifice à colonnes (Jockey club de Carthage),Ilot de l’Amirauté,1290,1.29,15.5,6.0,2.6
4321,Edifice à colonnes (Jockey club de Carthage),Temple,1301,1.3,15.6,6.0,2.6
4322,Edifice à colonnes (Jockey club de Carthage),Hangar,1293,1.29,15.5,6.0,2.6
4323,Edifice à colonnes (Jockey club de Carthage),Colline de Byrsa,438,0.44,5.3,2.0,0.9
4324,Edifice à colonnes (Jockey club de Carthage),Bibliotheque Tabularium,457,0.46,5.5,2.1,0.9
4325,Edifice à colonnes (Jockey club de Carthage),Temple prostyle,499,0.5,6.0,2.3,1.0
4326,Edifice à colonnes (Jockey club de Carthage),Grand Temple d'Esculape (d'Eshmoun),450,0.45,5.4,2.1,0.9
4327,Edifice à colonnes (Jockey club de Carthage),Emplacement probable de la Basilique judiciaire,410,0.41,4.9,1.9,0.8
4328,Edifice à colonnes (Jockey club de Carthage),"Absides ""Beule"" en contrebas",411,0.41,4.9,1.9,0.8
4329,Edifice à colonnes (Jockey club de Carthage),Tombeaux puniques,504,0.5,6.1,2.3,1.0
4330,Edifice à colonnes (Jockey club de Carthage),Musee national,380,0.38,4.6,1.8,0.8
4331,Edifice à colonnes (Jockey club de Carthage),Tombeau punique (Ariche),437,0.44,5.2,2.0,0.9
4332,Edifice à colonnes (Jockey club de Carthage),Emplacement de la Chapelle Saint Louis,400,0.4,4.8,1.8,0.8
4333,Edifice à colonnes (Jockey club de Carthage),Emplacement probable de la curie,421,0.42,5.1,1.9,0.8
4334,Edifice à colonnes (Jockey club de Carthage),Quartier Punique (Quartier Hannibal),475,0.47,5.7,2.2,0.9
4335,Edifice à colonnes (Jockey club de Carthage),Cathedrale Saint Louis,376,0.38,4.5,1.7,0.8
4336,Edifice à colonnes (Jockey club de Carthage),Beit El Hikma,813,0.81,9.8,3.8,1.6
4337,Edifice à colonnes (Jockey club de Carthage),Musee Oceanographique (Dar El Hout),1479,1.48,17.7,6.8,3.0
4338,Edifice à colonnes (Jockey club de Carthage),Amphitheatre De  Carthage,932,0.93,11.2,4.3,1.9
4339,Edifice à colonnes (Jockey club de Carthage),Basilique Damous Karita,752,0.75,9.0,3.5,1.5
4340,Edifice à colonnes (Jockey club de Carthage),Rotonde ( Rotonde de Damous El Karita),628,0.63,7.5,2.9,1.3
4341,Edifice à colonnes (Jockey club de Carthage),Basilique Maiorum,1421,1.42,17.1,6.6,2.8
