user_id;preference_fonction;preference_epoque;mobilite;transport;budget_max;duree_visite_min;zone;type_tarif;nb_pois;liste_pois
user_1979;culturel, Equipement;Beylicale Houssainite, Coloniale, Romaine;réduite;voiture;136;153;Carthage;resident;9;Beit El Hikma | Theatre | La colline de Byrsa | Musee Oceanographique (Dar El Hout) | Tophet | Ports puniques | Parc des villas romaines | Quartier Magon
user_1980;musee;Beylicale Houssainite, Punique;normale;taxi;133;152;Carthage;retraité;5;Beit El Hikma | Ports puniques | Musee Oceanographique (Dar El Hout) | Tophet | Quartier Magon
user_1981;musee, culturel;Romaine, Coloniale;réduite;voiture;81;160;Carthage;resident;3;Theatre | Musee Oceanographique (Dar El Hout) | Parc des villas romaines
user_1982;habitation;Punique;normale;vélo;59;238;Carthage;étudiant;3;Quartier Magon | Tophet | Parc des villas romaines
user_1983;habitation, musee, culturel;Coloniale;réduite;vélo;76;170;Carthage;enfant;6;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines | Tophet | Ports puniques
user_1984;culturel, Equipement, habitation;Punique;normale;vélo;57;159;Carthage;resident;3;Tophet | Ports puniques | La colline de Byrsa
user_1985;religieux, musee;Coloniale;normale;taxi;165;185;Carthage;retraité;8;"Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | ,  | ,  | ,  | , "
user_1986;culturel;Coloniale, Romaine, Beylicale Houssainite;réduite;voiture;89;145;Carthage;retraité;4;Theatre | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Parc des villas romaines
user_1987;habitation;Beylicale Houssainite;réduite;vélo;96;155;Carthage;enfant;8;Beit El Hikma | Quartier Magon | Parc des villas romaines | Ports puniques | Tophet | Theatre | La colline de Byrsa | Musee Oceanographique (Dar El Hout)
user_1988;Equipement, musee;Coloniale;normale;vélo;74;111;Carthage;enseignant;6;Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Beit El Hikma | Parc des villas romaines
user_1989;culturel, religieux, musee;Punique, Romaine;réduite;vélo;85;156;Carthage;enseignant;6;"Tophet | La colline de Byrsa | antonin)"",  | ,  | , "
user_1990;Equipement, habitation, religieux;Beylicale Houssainite, Romaine;normale;voiture;83;227;Carthage;étudiant;4;Beit El Hikma | Parc des villas romaines | Ports puniques | Quartier Magon
user_1991;culturel, musee;Coloniale, Punique, Romaine;réduite;taxi;182;103;Carthage;étranger;9;"Tophet | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Theatre | Ports puniques | Quartier Magon | antonin)"",  | , "
user_1992;habitation;Coloniale, Beylicale Houssainite, Romaine;réduite;vélo;77;223;Carthage;étranger;6;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Parc des villas romaines | Quartier Magon | Theatre | Ports puniques
user_1993;religieux, Equipement;Romaine, Beylicale Houssainite, Punique;normale;vélo;87;216;Carthage;étudiant;7;"Ports puniques | Parc des villas romaines | Theatre | Quartier Magon | antonin)"",  | , "
user_1994;musee, Equipement, culturel;Punique;normale;voiture;81;207;Carthage;étranger;3;Ports puniques | Tophet
user_1995;culturel, musee, habitation;Beylicale Houssainite, Coloniale, Romaine;réduite;taxi;131;91;Carthage;étudiant;4;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Theatre | La colline de Byrsa
user_1996;Equipement;Coloniale, Beylicale Houssainite, Punique;réduite;à pied;43;201;Carthage;étudiant;6;Ports puniques | Musee Oceanographique (Dar El Hout) | Beit El Hikma | Tophet | Quartier Magon | La colline de Byrsa
user_1997;religieux, musee;Coloniale, Romaine, Beylicale Houssainite;normale;voiture;94;100;Carthage;étranger;5;Musee Oceanographique (Dar El Hout) | Theatre | Parc des villas romaines | Quartier Magon | Ports puniques
user_1998;musee, culturel;Beylicale Houssainite, Punique, Romaine;réduite;à pied;43;99;Carthage;retraité;5;Tophet | Beit El Hikma | La colline de Byrsa | Ports puniques | Theatre
user_1999;culturel, musee;Beylicale Houssainite;normale;à pied;18;219;Carthage;resident;3;Beit El Hikma | Tophet | Theatre
user_2000;religieux;Punique, Beylicale Houssainite;normale;à pied;44;120;Carthage;retraité;4;"antonin)"",  | ,  | , "
user_2001;religieux, culturel, Equipement;Beylicale Houssainite;réduite;voiture;122;144;Carthage;resident;9;"Beit El Hikma | antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_2002;religieux;Romaine, Beylicale Houssainite, Coloniale;réduite;voiture;77;237;Carthage;resident;4;Theatre | Parc des villas romaines | Beit El Hikma | Quartier Magon
user_2003;religieux, habitation;Beylicale Houssainite;réduite;voiture;75;144;Carthage;enseignant;3;"Beit El Hikma | antonin)"", "
user_2004;musee, habitation;Punique, Beylicale Houssainite, Coloniale;réduite;vélo;89;188;Carthage;retraité;8;"Quartier Magon | Beit El Hikma | Ports puniques | Tophet | Musee Oceanographique (Dar El Hout) | antonin)"",  | , "
user_2005;habitation, religieux, musee;Coloniale, Romaine, Punique;normale;voiture;118;228;Carthage;retraité;9;"Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Quartier Magon | Theatre | Beit El Hikma | Ports puniques | antonin)"",  | , "
user_2006;culturel, habitation;Punique, Beylicale Houssainite;réduite;taxi;144;111;Carthage;retraité;5;Tophet | La colline de Byrsa | Quartier Magon | Ports puniques | Beit El Hikma
user_2007;culturel, habitation;Coloniale, Beylicale Houssainite;réduite;voiture;110;229;Carthage;retraité;8;Musee Oceanographique (Dar El Hout) | Beit El Hikma | Tophet | Theatre | La colline de Byrsa | Quartier Magon | Parc des villas romaines | Ports puniques
user_2008;musee, religieux;Romaine, Beylicale Houssainite, Punique;normale;vélo;77;217;Carthage;enfant;6;Parc des villas romaines | Theatre | Quartier Magon | Ports puniques | Beit El Hikma | La colline de Byrsa
user_2009;Equipement;Coloniale;réduite;voiture;83;157;Carthage;étudiant;5;Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Beit El Hikma
user_2010;Equipement, musee, religieux;Romaine, Beylicale Houssainite;réduite;vélo;59;140;Carthage;étudiant;3;Ports puniques | Theatre | Parc des villas romaines
user_2013;culturel;Coloniale, Punique, Romaine;réduite;voiture;79;121;Carthage;étranger;3;Tophet | La colline de Byrsa | Theatre
user_2014;Equipement, musee;Beylicale Houssainite, Coloniale;normale;à pied;32;239;Carthage;étranger;5;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet
user_2015;culturel;Punique, Coloniale;normale;taxi;163;239;Carthage;étranger;7;"Tophet | La colline de Byrsa | Ports puniques | Quartier Magon | antonin)"",  | , "
user_2018;habitation, musee;Coloniale, Punique, Romaine;normale;vélo;61;216;Carthage;enseignant;3;Musee Oceanographique (Dar El Hout) | Quartier Magon | Parc des villas romaines
user_2019;religieux, culturel, Equipement;Beylicale Houssainite, Romaine;normale;taxi;158;170;Carthage;retraité;7;"Beit El Hikma | Theatre | La colline de Byrsa | Ports puniques | Parc des villas romaines | antonin)"", "
user_2020;culturel, Equipement;Beylicale Houssainite, Coloniale;normale;voiture;91;200;Carthage;enfant;6;Beit El Hikma | Tophet | Theatre | La colline de Byrsa | Musee Oceanographique (Dar El Hout) | Ports puniques
user_2021;culturel, religieux, musee;Punique;normale;à pied;37;127;Carthage;resident;4;"Tophet | antonin)"",  | , "
user_2022;habitation, culturel;Coloniale;normale;voiture;97;234;Carthage;étranger;6;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines | Tophet | Theatre
user_2023;Equipement;Romaine;réduite;à pied;42;136;Carthage;étudiant;4;Ports puniques | Theatre | Parc des villas romaines | Quartier Magon
user_2024;Equipement, habitation, musee;Beylicale Houssainite;normale;taxi;199;146;Carthage;étranger;9;Beit El Hikma | Ports puniques | Quartier Magon | Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Tophet | Theatre | La colline de Byrsa
user_2025;Equipement, musee;Punique, Romaine;réduite;vélo;94;184;Carthage;enfant;7;"Ports puniques | Tophet | Quartier Magon | La colline de Byrsa | antonin)"",  | , "
user_2026;culturel, Equipement;Punique;réduite;voiture;104;172;Carthage;retraité;6;"Tophet | Ports puniques | La colline de Byrsa | antonin)"",  | , "
user_2027;culturel, musee, religieux;Coloniale, Beylicale Houssainite, Punique;réduite;taxi;170;195;Carthage;resident;9;"Musee Oceanographique (Dar El Hout) | Tophet | La colline de Byrsa | Beit El Hikma | Theatre | Ports puniques | Quartier Magon | antonin)"", "
user_2030;religieux, culturel;Punique;réduite;voiture;128;188;Carthage;enfant;9;"Tophet | antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_2033;Equipement, habitation;Punique, Beylicale Houssainite, Romaine;normale;taxi;195;217;Carthage;retraité;9;"Ports puniques | Quartier Magon | Beit El Hikma | Tophet | Parc des villas romaines | antonin)"",  | ,  | , "
user_2034;Equipement, musee, habitation;Coloniale, Romaine, Punique;réduite;voiture;77;171;Carthage;resident;3;Musee Oceanographique (Dar El Hout) | Ports puniques | Parc des villas romaines
user_2035;Equipement;Punique;normale;voiture;140;240;Carthage;retraité;9;"Ports puniques | Tophet | antonin)"",  | ,  | ,  | ,  | ,  | , "
user_2036;religieux;Romaine, Coloniale, Punique;normale;voiture;90;192;Carthage;resident;4;Parc des villas romaines | Theatre | Quartier Magon
user_2037;Equipement, habitation;Coloniale;normale;à pied;38;121;Carthage;enfant;5;Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Beit El Hikma | Parc des villas romaines
user_2040;habitation, culturel;Romaine;normale;à pied;38;225;Carthage;retraité;5;Parc des villas romaines | Theatre | Quartier Magon | La colline de Byrsa | Beit El Hikma
user_2043;musee, culturel, habitation;Punique;normale;voiture;111;142;Carthage;resident;7;"Tophet | La colline de Byrsa | Quartier Magon | Ports puniques | antonin)"",  | , "
user_2044;culturel;Coloniale, Romaine, Punique;réduite;taxi;192;199;Carthage;resident;9;"Theatre | La colline de Byrsa | Tophet | Musee Oceanographique (Dar El Hout) | Parc des villas romaines | Ports puniques | Quartier Magon | antonin)"", "
user_2047;religieux;Coloniale, Romaine;réduite;taxi;188;165;Carthage;étranger;9;"Musee Oceanographique (Dar El Hout) | Theatre | Parc des villas romaines | antonin)"",  | ,  | ,  | ,  | , "
user_2049;habitation, Equipement;Romaine, Coloniale, Beylicale Houssainite;réduite;à pied;36;200;Carthage;étudiant;5;Parc des villas romaines | Quartier Magon | Theatre | Ports puniques | Beit El Hikma
user_2050;religieux, Equipement;Romaine;normale;voiture;113;213;Carthage;étudiant;8;"Theatre | Parc des villas romaines | Ports puniques | Quartier Magon | antonin)"",  | ,  | , "
user_2052;culturel, musee;Beylicale Houssainite, Coloniale;normale;vélo;65;165;Carthage;retraité;5;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Tophet | Theatre | La colline de Byrsa
user_2053;culturel, habitation, Equipement;Punique;normale;voiture;140;103;Carthage;retraité;9;"Tophet | Quartier Magon | Ports puniques | La colline de Byrsa | antonin)"",  | ,  | ,  | , "
user_2054;musee, habitation;Punique;réduite;vélo;71;187;Carthage;resident;4;Quartier Magon | Tophet | Ports puniques
user_2056;religieux, culturel;Coloniale, Romaine, Punique;normale;taxi;147;190;Carthage;étudiant;5;"Theatre | Musee Oceanographique (Dar El Hout) | antonin)"",  | , "
user_2057;habitation, religieux;Beylicale Houssainite, Romaine, Coloniale;réduite;voiture;139;190;Carthage;étudiant;9;Beit El Hikma | Parc des villas romaines | Quartier Magon | Theatre | Ports puniques | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Tophet
user_2060;habitation, musee, culturel;Coloniale;réduite;taxi;132;198;Carthage;resident;5;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines | Tophet
user_2063;religieux;Punique, Beylicale Houssainite;réduite;taxi;167;102;Carthage;étranger;8;"antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_2064;musee, habitation;Beylicale Houssainite, Coloniale, Romaine;normale;voiture;65;136;Carthage;resident;3;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Parc des villas romaines
user_2066;religieux, habitation;Coloniale;réduite;voiture;93;97;Carthage;retraité;6;"Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | ,  | , "
user_2068;habitation, musee, religieux;Beylicale Houssainite, Punique, Coloniale;normale;vélo;96;131;Carthage;enfant;8;"Beit El Hikma | Quartier Magon | Parc des villas romaines | Tophet | Ports puniques | antonin)"",  | , "
user_2069;culturel;Coloniale, Punique;normale;taxi;189;235;Carthage;étudiant;9;"Tophet | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Theatre | Ports puniques | Quartier Magon | antonin)"",  | , "
user_2071;Equipement;Punique;réduite;vélo;82;187;Carthage;retraité;5;"Ports puniques | Tophet | antonin)"",  | , "
user_2072;culturel, religieux, musee;Beylicale Houssainite, Romaine;normale;voiture;114;212;Carthage;retraité;8;Theatre | Beit El Hikma | La colline de Byrsa | Tophet | Parc des villas romaines | Quartier Magon | Ports puniques
user_2074;Equipement, religieux;Coloniale, Punique;réduite;taxi;192;213;Carthage;enseignant;9;"Ports puniques | Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | ,  | ,  | ,  | , "
user_2076;religieux, musee;Romaine, Coloniale, Punique;normale;à pied;43;239;Carthage;retraité;5;Musee Oceanographique (Dar El Hout) | Parc des villas romaines | Theatre | Quartier Magon
user_2078;musee;Beylicale Houssainite, Punique;normale;voiture;110;125;Carthage;étudiant;8;"Beit El Hikma | Ports puniques | Musee Oceanographique (Dar El Hout) | Tophet | Quartier Magon | antonin)"",  | , "
user_2079;musee, religieux, culturel;Romaine, Beylicale Houssainite, Punique;réduite;vélo;73;134;Carthage;enfant;4;Theatre | Parc des villas romaines | La colline de Byrsa | Quartier Magon
user_2080;Equipement;Beylicale Houssainite, Coloniale, Punique;réduite;vélo;78;146;Carthage;resident;6;Beit El Hikma | Ports puniques | Musee Oceanographique (Dar El Hout) | Tophet | Quartier Magon | La colline de Byrsa
user_2081;habitation;Beylicale Houssainite, Punique, Coloniale;normale;à pied;18;125;Carthage;resident;3;Beit El Hikma | Quartier Magon | Parc des villas romaines
user_2082;religieux, Equipement, musee;Coloniale, Punique;réduite;à pied;32;236;Carthage;resident;4;"Musee Oceanographique (Dar El Hout) | Ports puniques | antonin)"", "
user_2083;religieux, musee;Coloniale, Punique;normale;taxi;128;162;Carthage;enseignant;3;"Musee Oceanographique (Dar El Hout) | antonin)"", "
user_2084;religieux, culturel;Beylicale Houssainite, Punique, Coloniale;réduite;voiture;80;130;Carthage;étudiant;4;"antonin)"",  | ,  | , "
user_2087;habitation, religieux;Coloniale, Romaine;normale;taxi;148;143;Carthage;étudiant;6;Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Theatre | Ports puniques
user_2088;musee;Punique, Beylicale Houssainite, Romaine;normale;taxi;146;202;Carthage;retraité;6;"Ports puniques | Tophet | Quartier Magon | antonin)"",  | , "
user_2090;culturel, Equipement;Punique, Beylicale Houssainite, Coloniale;normale;voiture;97;142;Carthage;étudiant;6;"Tophet | Ports puniques | La colline de Byrsa | Quartier Magon | antonin)"", "
user_2091;religieux;Coloniale;réduite;taxi;151;185;Carthage;retraité;7;"Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | ,  | ,  | , "
user_2092;habitation;Coloniale, Romaine;normale;à pied;49;126;Carthage;étudiant;6;Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Theatre | Ports puniques
user_2093;habitation;Romaine;réduite;voiture;134;214;Carthage;enfant;9;Parc des villas romaines | Quartier Magon | Theatre | Beit El Hikma | Ports puniques | La colline de Byrsa | Tophet | Musee Oceanographique (Dar El Hout)
user_2095;habitation, religieux;Punique, Romaine, Beylicale Houssainite;réduite;taxi;182;116;Carthage;étudiant;9;"Quartier Magon | Parc des villas romaines | antonin)"",  | ,  | ,  | ,  | ,  | , "
user_2097;religieux;Beylicale Houssainite;normale;voiture;132;143;Carthage;étranger;9;"Beit El Hikma | antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_2100;religieux, musee, culturel;Coloniale;normale;à pied;31;135;Carthage;retraité;3;"Musee Oceanographique (Dar El Hout) | antonin)"", "
user_2101;musee, Equipement, habitation;Beylicale Houssainite;normale;voiture;87;155;Carthage;enfant;5;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Parc des villas romaines
user_2102;habitation, Equipement;Punique, Romaine, Beylicale Houssainite;réduite;à pied;47;116;Carthage;enfant;6;Quartier Magon | Parc des villas romaines | Ports puniques | Tophet | Beit El Hikma | La colline de Byrsa
user_2103;Equipement;Coloniale, Punique, Romaine;réduite;voiture;126;179;Carthage;resident;9;"Ports puniques | Musee Oceanographique (Dar El Hout) | Tophet | Quartier Magon | antonin)"",  | ,  | ,  | , "
